"black","educ","exper","faminc","female","metro","midwest","south","wage","west"
0,18,24,930,1,1,0,0,20.77,1
0,5,43,27000,0,1,1,0,12.5,0
0,16,29,0,0,0,0,1,30.22,0
0,16,17,35000,1,1,0,0,18,1
0,20,6,0,0,1,0,1,33.65,0
0,13,13,71421,0,1,0,0,25,0
0,13,27,34601,0,1,0,1,12.11,0
0,12,17,20140,0,1,1,0,15,0
0,16,41,10000,1,1,0,0,43.28,1
0,16,16,0,0,1,0,0,21,0
0,16,43,15500,0,1,1,0,28.84,0
0,16,47,3960,0,1,0,0,19.23,1
0,13,1,269079,0,1,0,0,12.27,0
0,13,39,0,0,1,0,1,39.82,0
0,11,32,26000,0,1,0,1,16,0
0,12,12,28000,0,1,0,1,10,0
0,18,12,0,1,1,0,0,42.05,0
0,13,36,105107,1,1,0,1,3.94,0
0,13,31,0,1,1,0,0,19.65,1
0,12,18,0,0,0,0,0,6.88,1
0,12,53,39000,0,0,0,0,22.5,0
0,14,35,69001,0,1,0,0,21.25,1
0,12,3,0,0,1,0,0,16.65,1
0,16,3,0,1,1,0,1,19.63,0
0,12,31,0,0,1,0,0,28.85,0
0,20,12,76742,1,1,1,0,23.08,0
0,14,36,100,1,1,0,0,11,0
0,16,26,8,0,0,1,0,27.23,0
0,12,34,5662,0,1,0,0,26,1
0,12,3,0,0,1,0,1,22.59,0
0,12,24,22762,1,1,0,1,10.25,0
0,16,17,0,1,1,0,1,48.08,0
0,12,18,20650,1,1,0,1,15.2,0
0,13,31,40500,0,1,0,0,20,0
0,16,31,810,0,1,0,0,32.2,1
0,12,20,0,0,1,0,1,38.46,0
0,12,30,33768,1,1,0,1,10,0
0,18,20,72003,1,1,0,0,44.87,1
0,12,34,48785,1,1,0,0,16.5,0
0,13,20,0,1,1,1,0,24,0
0,14,22,31823,0,1,0,1,17.83,0
0,14,24,16920,0,1,0,1,15.38,0
0,14,5,128004,1,1,0,0,15.5,1
0,14,23,48950,1,1,1,0,23.44,0
0,13,44,80432,1,0,0,1,28.85,0
0,12,32,40000,0,1,0,1,26,0
0,12,20,45808,1,0,1,0,22.35,0
0,16,2,39000,0,1,1,0,48.13,0
0,16,18,0,0,1,0,0,39.9,0
0,14,39,42075,0,1,0,0,23.8,0
0,14,3,71000,1,1,1,0,8.25,0
0,13,22,36000,0,0,0,1,19,0
0,18,30,85,0,1,1,0,37.5,0
0,18,4,85010,1,1,0,1,34.04,0
0,18,7,70000,0,1,0,0,16.83,1
0,13,5,145825,0,1,0,0,9,0
0,16,36,38063,0,0,0,0,16.5,0
0,18,9,90050,1,0,0,1,36.92,0
0,21,30,99852,0,1,0,1,21.16,0
1,18,37,129819,1,1,0,0,15,0
0,12,38,0,0,1,0,0,14.43,1
0,14,31,21184,0,1,0,0,12.36,1
0,12,26,40000,0,1,0,0,10,1
0,18,0,66840,0,1,0,0,19.23,1
0,16,22,45000,1,1,0,0,23.66,0
0,16,13,40162,1,0,1,0,15.15,0
0,18,30,0,1,1,0,1,12.47,0
1,13,7,42000,0,1,0,1,11,0
0,14,12,1000,0,1,0,1,20.83,0
0,14,17,45382,1,1,1,0,15,0
0,12,42,800,1,1,0,1,10,0
0,3,51,0,1,1,0,0,9,1
1,13,13,0,1,1,1,0,16.89,0
0,16,9,0,1,1,0,0,18,1
1,16,25,49000,1,1,0,1,12.84,0
1,16,21,9000,0,1,1,0,24.05,0
0,13,33,0,0,1,0,0,37.15,1
1,16,13,0,0,1,0,1,32,0
0,14,21,0,0,0,1,0,21.16,0
1,13,14,23000,1,1,0,1,12,0
0,11,5,15916,0,1,1,0,14,0
0,13,44,21599,1,1,0,0,38,1
0,10,38,21000,0,1,0,1,10,0
1,12,34,17880,0,0,0,1,10.38,0
1,20,10,48081,1,1,0,1,30,0
0,12,30,0,0,1,0,1,16.83,0
0,12,23,64015,1,1,1,0,24.36,0
0,12,39,10800,0,1,1,0,21,0
0,12,28,6000,0,1,0,0,23.08,0
0,16,1,0,0,1,0,0,14,1
0,13,0,79081,0,1,0,0,8,1
0,16,37,16750,1,1,0,1,22,0
0,16,37,5681,0,0,0,0,14,0
0,12,42,0,0,1,0,0,20.83,1
0,12,21,63808,0,1,1,0,23,0
0,13,3,0,0,1,0,0,11.08,0
0,16,3,37001,0,0,1,0,14.43,0
0,13,32,90779,1,1,1,0,18.68,0
0,12,23,48000,1,1,0,1,30.77,0
0,12,41,40000,0,1,0,0,14,0
1,13,32,0,0,1,0,1,25.97,0
0,12,37,0,0,1,0,1,10,0
0,13,19,111860,0,1,0,0,18,1
0,13,23,0,0,1,0,0,14.4,1
0,12,24,0,0,1,0,1,17,0
0,16,1,0,0,1,0,1,21.63,0
0,12,0,74500,1,1,1,0,8.25,0
0,12,22,0,0,1,0,0,10,1
0,13,32,12000,1,1,0,0,16,1
0,13,31,0,0,1,0,0,55.28,1
0,18,33,80000,1,1,0,1,34.63,0
0,16,19,100025,1,1,0,0,25,0
0,14,24,0,0,1,0,0,21,0
0,13,14,12935,0,1,0,0,10,1
0,16,24,0,1,0,1,0,35.71,0
0,13,25,0,0,0,0,1,13,0
0,13,41,25169,0,1,0,0,19.23,0
0,18,20,114310,1,1,0,1,34.96,0
0,18,33,50013,0,1,0,1,48.08,0
0,13,29,17000,0,1,0,0,14,1
0,20,13,40000,0,1,0,0,26.16,0
0,12,8,13002,0,1,0,1,10,0
0,18,28,33250,0,1,0,1,57.7,0
0,14,31,13139,1,1,1,0,18.27,0
0,12,17,0,0,1,0,0,20.65,1
0,12,7,90500,0,1,1,0,12,0
0,18,16,3625,0,0,0,0,32.7,1
0,12,38,0,0,1,0,0,21,0
0,12,32,18000,0,0,1,0,25,0
0,12,37,70169,1,1,1,0,14.4,0
0,14,22,700,0,1,0,1,26.93,0
0,18,26,122000,1,1,0,1,25.48,0
0,18,27,0,0,1,0,1,25.57,0
0,12,21,16800,0,1,0,0,20,1
0,8,28,59000,0,1,0,1,7.25,0
0,16,11,0,0,1,0,0,27.4,0
1,18,31,0,1,1,0,0,48.08,1
0,16,21,30000,1,1,0,1,12.12,0
0,18,31,109683,1,1,0,1,21.81,0
0,18,36,14651,0,0,1,0,20.83,0
0,8,26,37500,0,0,0,1,21.2,0
0,13,3,192063,1,1,0,1,8,0
0,13,5,108000,0,1,0,0,8,1
0,18,10,110025,1,1,0,0,20.65,0
0,12,38,78056,0,1,1,0,18,0
0,13,7,77978,1,1,0,0,16,0
0,18,8,0,0,1,0,1,72.13,0
0,16,18,0,1,1,0,1,48.08,0
0,13,28,0,0,1,0,0,46.63,0
1,13,41,14780,0,1,0,1,17.79,0
0,12,33,26935,1,0,1,0,9.5,0
1,18,27,0,1,1,0,1,27.93,0
0,13,27,0,1,1,0,0,17.3,0
0,14,40,0,0,0,0,1,16.97,0
0,18,17,0,0,1,0,1,10,0
0,16,17,12808,1,1,1,0,18.75,0
0,12,26,62081,0,1,0,1,38.45,0
0,18,5,15000,0,1,0,1,28.85,0
0,14,6,148720,0,1,0,1,9,0
1,12,34,0,0,0,0,1,14,0
0,16,29,55990,1,1,1,0,22.04,0
0,18,43,550,0,1,0,0,57.7,1
0,12,38,74880,0,1,0,0,34.63,1
0,16,20,60019,0,1,0,0,20.71,1
0,16,5,22000,1,1,0,0,19.17,1
0,12,36,33443,1,1,0,0,14,1
0,13,43,35333,1,1,0,0,17.3,0
0,14,36,0,0,1,0,0,44.22,1
0,5,27,0,0,1,0,1,10.5,0
0,14,42,0,1,0,1,0,10.52,0
1,16,6,28000,1,1,0,1,12,0
0,12,26,0,0,1,0,1,36.05,0
0,18,24,78417,0,0,0,0,17.82,1
0,16,19,11130,0,1,1,0,20,0
0,16,23,48200,1,1,0,1,50,0
0,12,2,141000,0,0,1,0,7.75,0
0,12,28,310000,1,1,0,0,30,1
0,13,11,75024,1,1,0,1,28.85,0
0,13,35,0,1,1,0,1,12,0
0,13,15,44000,0,1,1,0,19.24,0
0,0,46,20000,0,0,0,1,12.5,0
0,12,4,0,0,0,1,0,12.5,0
0,16,20,86000,0,1,0,0,23.08,1
0,16,13,35683,0,1,1,0,19.5,0
0,18,4,19000,1,0,1,0,32,0
0,12,6,32000,1,0,0,0,12.5,0
0,18,0,110266,1,1,1,0,16.54,0
0,14,6,15000,0,0,0,0,25.25,1
0,12,37,0,1,1,0,1,17.8,0
0,12,25,0,0,1,0,1,23,0
0,18,31,0,0,1,0,0,56.72,1
0,13,10,60030,1,1,0,0,15,1
0,14,35,41300,1,1,1,0,11.5,0
0,16,2,0,1,1,0,1,14,0
0,12,13,18401,1,1,0,0,16.17,1
0,12,54,20689,0,0,0,1,4.17,0
0,21,17,67775,1,1,0,1,42,0
0,16,9,469000,0,1,1,0,49.13,0
0,12,24,55000,0,1,0,1,15,0
0,14,8,41500,1,1,1,0,16.08,0
0,13,28,59000,0,1,0,0,21.95,0
0,12,31,0,1,1,0,0,9.6,0
0,18,16,51763,1,1,0,0,44.04,1
0,14,37,15075,0,0,1,0,34.62,0
0,12,43,64017,0,1,0,0,30.77,0
0,12,34,0,0,0,0,0,40.76,0
0,16,24,0,1,1,1,0,28.85,0
1,11,2,20078,1,1,1,0,10,0
0,12,15,41560,0,1,0,0,8,1
0,16,9,0,1,1,0,1,25.95,0
0,13,26,54402,0,1,1,0,28.85,0
0,14,35,0,0,1,0,1,26.5,0
0,11,44,1,0,1,0,1,28,0
0,18,33,22200,1,1,0,0,22.13,1
0,11,35,41000,0,0,0,0,23.5,0
0,16,12,0,0,1,0,1,21.25,0
0,12,62,7475,0,1,0,1,10,0
0,12,46,18199,0,1,0,0,32,0
0,14,36,90121,0,1,0,0,24.05,1
0,16,16,0,1,1,0,1,12.12,0
0,11,9,600,0,1,0,1,8,0
0,12,23,16024,1,1,0,0,25,0
0,16,31,27600,0,1,0,1,12.2,0
0,13,6,0,0,1,1,0,19.23,0
0,16,36,70534,1,1,0,0,23.07,0
0,12,44,0,1,1,0,0,16.89,0
0,9,9,0,0,1,0,1,7.4,0
1,16,14,2223,0,1,0,0,28.6,0
1,18,16,65000,1,1,0,1,38.45,0
0,12,2,49460,0,1,0,0,8,1
0,12,19,0,0,1,0,0,19.23,0
0,18,16,113001,0,1,0,0,64.11,1
0,12,36,0,0,1,0,1,25,0
0,16,39,45200,0,1,0,0,28.85,1
0,9,29,134336,0,1,1,0,23.25,0
0,16,23,0,0,1,0,0,55.48,0
0,13,18,44200,1,1,1,0,15,0
0,12,32,80337,1,1,0,1,14.25,0
1,12,10,0,0,0,0,1,15,0
0,18,15,191750,1,1,0,0,48.08,1
0,16,22,0,0,1,0,0,14.43,1
0,18,20,22259,1,0,1,0,31.25,0
0,13,22,44399,0,1,0,0,23.08,1
0,14,3,0,0,0,0,0,20,0
0,16,40,16852,0,1,0,0,72.1,1
0,16,12,0,0,1,1,0,16,0
0,14,10,0,0,1,1,0,50,0
0,16,32,0,1,1,0,0,28.06,1
0,16,9,91700,1,0,0,0,36.05,0
0,13,28,0,1,0,0,0,24.45,0
0,13,40,46685,1,1,0,1,21,0
0,16,7,1200,0,1,0,1,12.12,0
0,12,45,30000,1,1,0,0,13.5,1
0,12,25,46010,0,1,0,1,25,0
0,16,13,0,0,1,0,0,36.05,1
0,13,1,45162,0,1,1,0,8.6,0
0,16,10,0,0,0,1,0,32.68,0
0,18,16,10526,0,1,1,0,31.73,0
0,14,7,0,0,0,1,0,18.5,0
1,13,39,12000,0,1,0,0,13,0
0,16,6,0,1,1,0,0,34.63,1
0,16,30,0,1,1,0,1,22.5,0
0,12,35,0,1,1,0,1,8.25,0
0,14,33,35000,0,1,1,0,34.63,0
0,14,19,0,0,0,1,0,15.86,0
0,12,38,38000,1,0,1,0,17.8,0
0,16,34,51100,0,1,0,0,28.46,1
0,13,40,50000,0,1,1,0,30.43,0
0,9,18,1100,0,0,0,1,9,0
0,14,7,0,0,1,0,0,25,1
0,12,40,1,0,0,0,1,16.36,0
0,13,12,35726,1,1,1,0,19.33,0
0,16,19,41305,0,1,0,0,52.45,1
0,12,8,31075,1,0,0,0,12,1
0,12,11,156156,1,1,0,0,9,0
0,12,10,0,0,1,1,0,17.5,0
0,16,22,0,0,1,1,0,30,0
0,12,31,51688,0,0,1,0,20,0
0,16,10,20000,0,1,0,0,19.23,1
0,16,17,64323,1,1,1,0,18.75,0
0,13,31,70000,0,1,0,0,29.42,1
0,20,24,0,1,1,0,0,38.18,0
1,12,43,31200,1,0,0,1,6.25,0
1,9,50,0,0,1,0,1,19,0
1,13,14,3205,0,1,0,1,15,0
0,12,35,30000,1,1,0,1,10.24,0
0,12,21,0,0,1,0,0,16.83,1
0,16,15,58232,1,1,0,1,7.92,0
0,13,29,105000,1,1,0,1,11.5,0
0,16,10,75000,1,1,0,1,58.88,0
0,13,36,60002,1,1,0,1,12.5,0
0,14,34,39355,1,1,1,0,15.22,0
0,12,9,0,0,1,1,0,13,0
0,16,35,45253,0,1,0,0,34.88,1
0,20,14,123445,0,1,0,1,49.65,0
0,16,32,59438,0,1,1,0,46.16,0
0,16,11,74808,1,1,0,0,33.65,1
0,14,43,10032,0,0,0,1,27,0
0,12,14,0,0,1,0,0,12,1
0,13,11,35000,1,0,0,1,14.43,0
0,14,11,10000,1,1,0,1,10,0
0,13,28,0,1,1,1,0,10.5,0
1,16,24,29000,1,0,1,0,18.35,0
0,16,19,11315,0,1,0,1,23.08,0
0,20,4,30100,0,1,0,0,13.84,0
0,14,24,53116,0,1,1,0,15.05,0
0,11,8,0,1,1,0,0,8,1
0,12,32,200421,1,0,1,0,6.72,0
1,13,15,4500,1,1,0,1,16.83,0
0,12,35,35000,1,0,0,1,14,0
0,16,22,0,0,0,1,0,19.24,0
0,14,35,12000,0,0,1,0,25,0
0,16,27,5543,0,1,1,0,21.78,0
1,12,37,0,1,1,1,0,10.75,0
0,16,6,85000,0,1,0,0,18.75,1
0,18,32,0,1,1,0,1,21.47,0
0,12,43,12000,0,0,1,0,11.55,0
0,12,26,2000,0,0,1,0,13.89,0
0,18,5,0,0,1,0,1,25,0
0,13,10,0,1,0,1,0,8.1,0
1,13,2,109000,0,1,0,1,24.03,0
0,16,24,55010,0,1,1,0,29.24,0
0,13,31,0,0,1,0,0,26,0
0,16,24,0,1,1,0,0,19.1,1
0,16,4,38000,0,1,0,0,18.27,1
0,13,23,0,0,1,1,0,48.08,0
0,16,4,39005,1,1,0,0,36.05,0
0,12,40,14019,0,0,0,0,28.62,0
0,13,17,3894,0,1,0,0,27,0
0,12,22,60646,1,1,1,0,24,0
0,12,14,0,1,1,1,0,9,0
0,5,52,8376,0,1,0,1,7.57,0
0,12,1,29540,1,1,0,0,8,1
0,12,14,17000,0,1,0,0,16.25,1
1,14,27,83000,1,1,1,0,18,0
0,16,26,36510,1,1,1,0,11,0
0,12,17,0,0,1,0,1,18.5,0
1,12,31,0,1,1,0,1,10,0
0,16,14,90242,1,1,0,0,20,1
0,12,16,196000,0,1,0,1,10,0
0,9,37,0,0,1,0,1,8.5,0
0,18,36,67571,0,1,0,0,52.45,0
0,13,32,78447,0,1,1,0,17,0
0,16,38,24000,0,1,0,0,27.62,1
0,16,11,0,1,1,0,0,5.78,1
0,13,40,37230,1,1,0,0,8.07,1
0,13,34,0,0,0,0,1,14.84,0
0,12,15,24006,1,1,0,1,16,0
0,18,9,62000,0,1,0,0,26.92,1
0,20,14,181823,1,1,0,0,25.95,1
0,14,5,65000,0,1,0,1,11,0
1,13,39,5075,1,1,0,0,10.81,1
0,12,40,0,0,1,0,0,17.05,0
0,13,25,36013,0,1,0,0,17.65,1
0,16,35,108000,0,1,0,0,37.78,1
0,14,22,24001,1,1,0,0,42.78,1
0,13,38,33320,0,1,1,0,22.5,0
0,12,40,0,1,1,1,0,9.39,0
0,16,20,16799,1,1,0,1,24.05,0
0,12,13,0,0,1,0,0,10,1
0,18,39,77112,1,1,0,0,23.08,0
0,13,23,65100,0,1,1,0,25,0
0,18,27,53000,1,1,1,0,35,0
0,16,5,40005,1,1,1,0,13,0
0,12,19,102500,0,1,0,1,45.65,0
0,12,36,0,0,1,0,1,13.75,0
0,12,17,45001,1,0,0,1,10,0
0,14,28,60000,1,1,0,0,10,1
1,13,4,0,1,1,0,1,23.08,0
0,14,16,54000,0,1,0,0,14,1
0,18,18,20000,0,1,0,0,69.14,1
0,16,25,68003,1,1,0,1,19.23,0
0,14,16,101510,1,1,0,1,29.8,0
0,14,12,134050,1,1,0,1,5.43,0
0,16,12,44510,0,0,1,0,28.85,0
0,12,43,0,0,1,0,1,14.2,0
0,18,29,37940,1,1,0,0,38.45,1
0,12,37,0,0,1,0,0,31.25,1
0,16,12,2600,0,0,0,0,48.89,1
0,16,8,40000,1,1,0,1,28.83,0
0,14,38,0,1,0,0,1,28.5,0
0,16,27,0,0,1,0,0,29.07,1
0,13,2,62500,0,1,0,1,8.25,0
0,14,12,0,1,0,1,0,15.45,0
0,18,23,95000,1,1,0,1,38.87,0
0,20,7,270607,1,1,0,0,17.5,1
0,13,40,76152,0,1,1,0,13,0
0,18,29,24000,1,1,0,0,26.42,1
0,12,25,27368,1,0,0,1,11.55,0
0,20,9,195116,0,1,0,0,40.25,1
0,13,7,182000,0,1,0,0,31.25,0
0,14,13,9850,0,1,0,0,15,0
0,18,18,78250,0,1,0,0,53.12,1
0,16,33,92685,1,1,0,0,51.29,1
0,16,10,46100,0,1,0,0,19.24,1
0,12,42,0,0,0,0,0,31.25,0
0,16,28,66200,1,1,0,0,40,1
0,12,34,7440,0,0,0,0,14,1
1,18,6,70236,1,1,0,0,34.63,0
0,16,4,0,0,1,0,0,10.09,1
0,16,25,208000,0,1,0,1,34.6,0
0,16,48,18001,0,1,0,1,17.5,0
0,16,24,0,0,1,0,1,12.2,0
1,12,23,21100,0,1,0,1,20.5,0
0,18,22,9600,1,1,1,0,29.8,0
0,13,26,0,0,1,0,0,28.85,1
0,12,24,0,0,1,0,0,21,0
0,13,28,32500,0,0,1,0,30,0
0,16,16,0,1,1,0,0,57.7,1
0,12,4,51000,0,1,1,0,11.33,0
0,12,18,0,0,1,0,0,12,1
0,16,10,68450,0,1,1,0,62.5,0
0,18,32,7191,0,1,0,1,24.05,0
0,13,29,50110,0,1,0,0,72.13,1
0,14,36,100,0,1,0,0,39,0
0,16,11,38000,0,1,0,0,34.6,0
0,16,5,0,1,0,0,0,15.35,0
0,14,7,0,1,1,0,0,25.95,1
0,18,44,0,1,1,1,0,28,0
0,16,19,0,0,0,1,0,10.6,0
0,13,32,42100,0,1,0,1,25,0
0,12,40,12075,0,0,0,1,25.63,0
0,13,18,32000,0,1,0,1,15.88,0
0,18,25,0,0,1,0,1,27.88,0
0,13,14,47000,0,1,1,0,19.23,0
0,11,46,0,0,0,1,0,20,0
0,21,46,0,1,1,0,0,57.7,1
0,11,29,18600,0,1,1,0,29.16,0
0,16,6,0,1,1,0,1,31.25,0
0,12,5,0,1,1,1,0,8,0
1,18,28,40800,1,0,0,1,28.85,0
0,21,4,27000,0,1,0,0,14.02,0
0,12,10,14399,1,1,0,0,15,1
0,21,43,90000,0,1,1,0,38.46,0
0,16,5,0,0,1,1,0,28.85,0
0,18,33,334213,0,1,0,1,90.13,0
0,12,1,50000,1,1,1,0,9,0
0,18,8,55050,0,1,0,1,20.67,0
0,14,19,108000,0,1,0,0,31.25,0
1,12,43,37199,1,0,0,1,30,0
0,12,36,30000,1,0,1,0,9.5,0
1,12,9,0,1,1,0,1,11,0
0,13,24,0,0,0,0,1,19,0
0,16,19,0,1,1,1,0,18.27,0
0,18,5,0,0,1,0,0,32.92,0
0,16,22,243,0,1,0,0,33.65,0
0,16,3,36000,1,0,1,0,21.65,0
0,18,33,82219,0,1,0,0,37.5,1
0,13,39,70159,1,1,0,1,25.57,0
0,13,34,22400,1,1,0,0,21.25,1
0,0,35,17000,1,1,0,0,9.19,1
1,12,28,6500,0,1,0,0,35,1
0,12,3,0,1,1,0,0,9,1
0,12,36,10400,0,1,0,1,19.22,0
1,13,48,55000,0,1,1,0,32.66,0
0,14,8,0,0,1,0,1,23,0
0,16,17,66615,0,1,1,0,33.33,0
0,16,31,36505,0,1,0,0,41.35,0
0,16,23,8823,0,1,1,0,29.17,0
0,16,9,35001,1,1,0,0,20.17,1
0,18,46,0,0,1,1,0,35.08,0
0,20,42,0,1,1,0,0,71.15,1
0,12,42,35560,1,1,0,0,11,0
0,12,1,114765,0,0,1,0,16.5,0
0,12,22,0,1,1,0,0,14.85,0
0,12,34,20660,0,1,1,0,25,0
0,12,47,19204,1,1,0,1,16.28,0
0,12,10,0,0,1,0,0,31,1
0,12,24,17023,0,1,0,0,25.64,1
0,16,12,36010,0,0,1,0,19.23,0
0,16,17,78025,1,1,1,0,43.75,0
0,16,10,42202,1,1,0,1,22.6,0
0,16,35,36769,0,1,0,0,51.61,0
1,18,25,60050,1,0,1,0,14.46,0
0,14,34,40000,1,0,1,0,11,0
0,12,4,24660,0,1,0,0,15,1
0,12,20,0,0,1,0,0,6.93,1
0,13,28,62500,0,1,1,0,20,0
0,14,30,19751,0,1,0,0,30,0
0,13,8,0,0,1,0,0,12,0
0,12,32,0,1,1,0,1,11,0
0,12,42,72500,1,1,0,1,22.05,0
0,12,2,35360,0,1,0,0,12,1
0,11,41,18000,0,0,0,0,15,1
0,16,38,184470,0,1,0,1,221.1,0
0,14,37,24521,1,1,0,1,33.65,0
0,12,10,40868,1,0,0,0,12,0
1,13,17,0,1,1,0,1,19.23,0
0,13,15,75742,1,1,0,1,11,0
0,14,43,0,0,1,1,0,22,0
1,13,36,12000,0,1,0,1,10,0
0,16,25,27300,1,0,0,0,10,0
0,18,21,150916,0,1,1,0,49.16,0
0,13,2,51000,1,1,0,0,8,1
1,12,4,0,1,1,0,0,9.5,0
0,12,30,44630,1,0,1,0,13,0
0,16,11,300,0,1,0,0,64.11,0
0,12,7,12000,1,1,0,1,12,0
1,16,12,5035,1,1,0,1,19.23,0
0,18,31,12217,1,1,0,0,30.24,1
0,13,10,24081,1,1,0,0,18.63,1
1,12,33,118000,1,0,0,1,18.28,0
1,12,26,12000,1,1,0,1,13.45,0
1,14,34,0,1,1,0,1,40.47,0
0,12,33,71259,0,1,0,0,24.73,0
1,11,40,3000,0,1,0,0,10,1
0,18,39,113714,1,1,1,0,48.08,0
0,16,16,50,0,1,0,1,46.14,0
0,12,13,48000,0,0,0,1,12.3,0
0,16,50,35178,0,1,0,0,7.5,1
0,16,3,0,1,1,0,0,17.93,1
0,12,36,9700,0,1,0,0,18.5,0
0,12,1,47600,1,1,1,0,11.95,0
0,18,29,6173,0,1,0,0,48.08,0
0,13,32,30000,1,1,0,1,13.5,0
0,16,23,0,1,0,0,0,31.92,1
1,12,37,0,1,1,0,1,17.42,0
0,12,4,13000,1,1,0,0,12,0
0,16,3,66766,1,0,1,0,24.02,0
1,18,4,0,0,1,0,1,28.83,0
0,18,35,68425,1,0,1,0,28.83,0
0,13,35,39180,0,1,0,1,20,0
0,21,17,0,1,1,0,1,16.45,0
0,12,8,0,0,0,0,1,29,0
1,13,7,0,0,0,0,1,12.5,0
0,13,50,70002,0,1,0,1,31.25,0
0,16,40,52674,0,1,0,1,14.43,0
0,12,12,0,1,1,0,1,13.33,0
0,12,58,57200,0,1,0,0,23.5,1
0,18,14,0,0,1,0,0,47.13,0
0,8,17,0,0,0,0,1,14,0
1,14,22,0,0,1,0,0,11.25,0
0,16,11,0,0,1,0,0,75.92,1
0,18,18,54040,0,1,0,0,68.75,0
0,20,38,0,0,0,1,0,41.21,0
0,8,33,0,0,1,0,1,8.5,0
0,16,8,0,1,0,0,1,12.5,0
0,12,5,0,0,1,1,0,9,0
0,9,59,52000,1,1,0,0,10,1
0,16,38,0,0,1,0,0,18,1
0,18,4,72500,1,1,1,0,20.09,0
0,16,24,95808,1,1,0,0,21.63,0
0,10,15,3900,1,1,0,0,10,0
1,13,7,0,1,1,0,0,13,1
0,13,22,35008,0,1,0,0,18,0
1,12,35,37611,0,1,0,1,14.47,0
0,16,45,24091,0,1,0,0,20.09,0
0,13,5,16038,0,0,1,0,14.05,0
1,16,23,3,0,1,0,0,44.87,0
0,12,27,40794,1,1,0,0,12.05,0
0,16,30,0,0,1,1,0,25,0
0,13,39,0,0,1,0,1,38,0
0,13,41,20000,0,1,0,0,16.83,1
1,16,11,0,0,1,0,1,22,0
0,16,32,0,0,0,0,1,40,0
0,11,20,0,0,1,0,0,8.38,1
0,12,14,30000,1,1,0,0,11.5,1
0,13,28,0,1,1,0,0,20.12,0
0,16,10,60000,0,1,0,0,28.85,1
0,16,0,0,1,1,0,0,12.4,1
0,14,3,0,1,1,1,0,15,0
0,18,24,34020,1,1,0,0,13.45,0
1,12,13,0,1,1,0,1,10,0
0,13,45,0,1,1,0,0,11,1
0,16,17,60400,0,1,1,0,21.63,0
1,16,36,69524,1,1,0,0,18.75,0
0,14,17,0,0,1,0,1,18,0
0,10,52,61270,0,1,1,0,16.46,0
